voter_id,vote,age,sex,voting_method,neighborhood
15816,"926,1018,1462|637,639|641,645,1787,210|1043,1949|1027|1534,1075|1603,1619,643,344,1072",32,F,internet,Ursynów Południowy
15839,"1072,1027",32,M,internet,Zielony Ursynów
15867,"641,1072|926,1619|637,1644,210,344|1949,643,1534|1027,1075,1603",39,F,internet,Ursynów Północny
15893,"344,210",37,M,internet,Ursynów Północny
15902,"1787,1644,344,1027|1072,210|1075",27,M,internet,Ursynów Południowy
15909,"637|1018,1462,210,1534,639|643,1072,1027,1619,1644|1043|344",35,M,internet,Ursynów Południowy
15914,"1043,210,1501|1027,1534,1072,641|344|645,643",35,F,internet,Zielony Ursynów
15915,"344,210,1027,643,1072",34,M,internet,Ursynów Południowy
15916,"1619|1787,1072,1603,926|344,210,1027,645|1018",31,F,internet,Ursynów Południowy
15918,"1787,344,641,1619,1072|1075,1018,1644|1043,1462,210|926|637|645,643,1534|1027,1603",41,M,internet,Ursynów Północny
15921,"344|643,1534,637",45,M,internet,Ursynów Południowy
15928,"645,1949,1534,1043,1072|1027,637,643,639|1018,1462,210,1787,1075|344|641,1603",28,F,internet,Zielony Ursynów
15937,"1644,1619,1027|641,637,926,1949,344|1462,643,639,1501,1075|1534|210,1018|1603,1072,1043,645",39,F,internet,Ursynów Południowy
15964,"641,643|1534,1043|1949,210,1603,1462|344|1027,1619,637,1072|1501",41,F,internet,Ursynów Południowy
15970,"1018,1644,1027|1462,1787,344,210,637|1534,639,1619|1072",38,M,internet,Ursynów Południowy
15972,"639|344|1075,643|210,1534,1072,1462,1027",43,F,internet,Ursynów Północny
15976,"1027,344,1072|641,1644,1075,1534,643|210",45,F,internet,Ursynów Południowy
15981,"1644,637,210,639,1043|641|1027,643,1018,1075,926|1534|1619|645,1603|1462,1072,344",35,F,internet,Ursynów Południowy
15985,643,114,F,internet,Ursynów Południowy
15998,"1027,1462,344",40,M,internet,Ursynów Północny
15999,"1462,344",27,M,internet,Ursynów Północny
16003,"926,210,645,641|643,1075,1072,1644,344|1027,637,1534",62,F,internet,Ursynów Południowy
16014,1018|643,43,F,internet,Ursynów Północny
16029,"639,344,1534",33,M,internet,Ursynów Północny
16068,"643,1027,210,639|344,1043,637,1072|1644",34,M,internet,Ursynów Północny
16071,"210,1787|1027",39,F,internet,Ursynów Północny
16076,"1072,344,1075,1619,637|643,641,1018,1644,1027|1462,1534|926,210,1043",29,F,internet,Ursynów Północny
16135,"1027,1644,641,344,1534|1619,210,643,1072|637,1018,1949",26,F,internet,Ursynów Południowy
16140,"1619,1027|1072|1075,1534,344",69,F,internet,Ursynów Północny
16145,"926,643|1534,1603|1072,344",37,F,internet,Ursynów Południowy
16176,"210,637,1603,1043,643|645|1027,1619|344,1072|1075,1462,639|1018",18,F,internet,Ursynów Południowy
16183,645,29,F,internet,Ursynów Południowy
16197,"645,1027,639,1072|1619,344|1534|637,1787,1501,1043,641|1018,210,643,1075",30,F,internet,Zielony Ursynów
16211,643,39,F,internet,Ursynów Południowy
16215,"210,1043,641,1534,1072|1619,344,1027|639,637,1644,1462|643,926",36,F,internet,Ursynów Północny
16223,"1462,643,1787,1075|1949|1027|344,1534|1603,645|210,1644,1018,639|1072",44,F,internet,Ursynów Północny
16235,"210,643|1462,637",42,F,internet,Ursynów Południowy
16282,"344|1787,1018,1072,641|1462|637,1027,210|1644,645",58,F,internet,Ursynów Południowy
16309,"1072,1027|1075",44,M,internet,Ursynów Południowy
16310,"1018,1603,639|1534|1462,1619|643,637,1027,344|1949,1043,210",47,F,internet,Ursynów Południowy
16312,"1027,1644|210,1072,344",68,M,internet,Ursynów Południowy
16318,"641,344,1027,1043",34,F,internet,Zielony Ursynów
16349,"344,1043,1787,1949|645,637|1501|210|1018,1072,1534,1619,1462|1027|1644|1603",34,F,internet,Ursynów Północny
16391,"1072,344",39,M,internet,Ursynów Północny
16396,"344,1462,1027,1644|643",38,F,internet,Ursynów Północny
16493,344,67,F,internet,Ursynów Północny
16526,"1075,637",37,F,internet,Ursynów Południowy
16530,"1534,641",43,F,internet,Ursynów Północny
16557,643,57,F,internet,Ursynów Południowy
16567,"645,1027,637,1462|643|1018|1072|210,344,1644",51,F,internet,Ursynów Południowy
16590,"210,344",38,F,internet,Ursynów Południowy
16602,643,32,F,internet,Zielony Ursynów
16605,"1072,1027|1501,1043|1644,1787,1075|637,926|641,1534|1603,1018|210,643,344",11,F,internet,Ursynów Północny
16607,"637,643,1644|639,1534|1501|344|210,926|1072,1043,1075",26,M,internet,Ursynów Południowy
16611,"645|1043,1949,1619,210|1072,641,637|1075,1027|643,1787,1603,639|1534,344",28,F,internet,Ursynów Północny
16617,"1027,926,1018|1501|210|1072,1462,1075|643,1949,1644|639,641,1534,637,1043|344",25,F,internet,Ursynów Północny
16618,"1619|1075,645,643,1018,344|1949,210,639|926,1027|1534|1072,637",36,F,internet,Ursynów Północny
16633,"210,637,344,1072|643,1027",34,F,internet,Ursynów Południowy
16637,"1027,926|637,1043,639,1501,1072|1534,1603,344,210,641|1644,643,1619",28,M,internet,Ursynów Północny
16644,"1027|639,344|643,210|637,926|1534|1072,1043,1462,1075",35,F,internet,Ursynów Południowy
16660,"1072,926,1534,210|637,1462,344,1075,1027|645,1603,643,641,1043|1501,1644,639",60,F,internet,Ursynów Północny
16661,"210,1072,1027,1534|344,639,1462",37,M,internet,Ursynów Południowy
16670,"1534|210,344,926",32,F,internet,Ursynów Północny
16697,344,63,M,internet,Ursynów Południowy
16706,"1787,643|210,1534,926,1043|639|1027,344,637|1072",5,M,internet,Ursynów Południowy
16715,1534,49,M,internet,Zielony Ursynów
16728,210,71,M,internet,Ursynów Północny
16740,344,64,F,internet,Ursynów Południowy
16751,"344,1501|926|1644,210|1534,1027,643,639|1619,1072",36,F,internet,Ursynów Północny
16769,"637,926|1534,210,344,643|1043|1075,1072",3,F,internet,Ursynów Południowy
16794,"643,210,1534|1027,1043,1462,639|1644,1072,641|344,637",45,F,internet,Ursynów Południowy
16795,"926,639,1462,1949,637|1619,1018,1534,1027|643,210,1072,1075|344",54,F,internet,Ursynów Południowy
16804,"344,1018,1043|1787,210,1027|641",23,F,internet,Ursynów Południowy
16814,344,36,F,internet,Ursynów Południowy
16817,"1462|645,1072,210,1075|641,1027|639,926|1018,344,1043,637|643",67,F,internet,Ursynów Północny
16840,344,8,F,internet,Ursynów Południowy
16883,"1043,639,344|1075,1018,926,1644|210,1534,643,1027,1949|637|1072,641,645,1787",36,F,internet,Ursynów Północny
16962,"1072,1644,1949|639,210,1075,1534|344",18,M,internet,Ursynów Południowy
16979,"1027,344,645,1462",49,F,internet,Ursynów Południowy
16980,344|1534,38,M,internet,Ursynów Północny
17010,"210,1603,1072,1949|1027,1075,1644|344,1462,1018|1619,1501,641|1534|637,643|639",36,M,internet,Ursynów Północny
17015,643,36,F,internet,
17029,"344,643",35,F,internet,Ursynów Południowy
17046,"1462,210,643,344,1072",38,M,internet,Ursynów Północny
17061,"1027,210,643",32,M,internet,Ursynów Południowy
17073,"643,344",5,F,internet,Ursynów Południowy
17084,"1027,645|1501,637,1072,1949|643|1787,210|1619,1534,639,1043,641|344,926,1603,1018|1075",35,M,internet,Ursynów Północny
17085,"344,643",8,M,internet,Ursynów Południowy
17086,"643|210,1075|1072|344,1644,1018",31,F,internet,Ursynów Południowy
17098,"344,1534,645,1603,641|1072|643,210",28,M,internet,Ursynów Północny
17114,"1501,1075,1949|344,210,643,1018|1043,639,637,1027,926|1787",32,F,internet,Ursynów Południowy
17120,"1072,1534|637,1462|641,344,1501|210,643,1027,1619",34,F,internet,Ursynów Północny
17184,"1462,344,1534|1027|1644,637,210,1043,643|926,645|1072,639",39,M,internet,Ursynów Północny
17191,"210,1644,1075,344|1027",29,F,internet,Ursynów Północny
17205,"344,210,1534|1075,926|1072,1043,643,637",37,M,internet,Ursynów Południowy
17210,"639,926,1644|1072,344|1949,641,1603,1018|643|1787,1027|637,1075,645,1043|1534",36,F,internet,Ursynów Północny
17216,"1949|645,1072,639,1018|1619,1534,344|1462,926,637,641|643,1603,1043,210|1027,1644",26,M,internet,Zielony Ursynów
17228,"637,639,1949,1534,344|1027,1075|1603,1018,1619|210,1644|645,643,1072,1462",49,F,internet,Ursynów Południowy
17249,"1644,643,1072,344,210|1027,926,637,1462|1603,1075,1534",33,F,internet,Ursynów Północny
17263,344,66,M,internet,Ursynów Południowy
17272,"1027,643,344",41,F,internet,Ursynów Północny
17282,"1027,643|641,210,344",34,F,internet,Ursynów Północny
17300,"344,1534,645",46,F,internet,Ursynów Północny
17309,"344|639,1027,926|645,641,210,637,1072|1603,643|1043,1619,1787|1501",35,F,internet,Ursynów Południowy
17364,"1027,1072|1644,1534,1018,210,1787|344,641,639,1619,926|1075|643,1501,645|1043",28,F,internet,Zielony Ursynów
17369,"639|1787,210|1501|1027,1603,643|344,1644|1043,641,1619,1018,1072|1949,637|1534,1462",28,M,internet,Ursynów Północny
17398,"645,210,1075,1072|344,639,1027|1043,643,1534,641|1644",33,F,internet,Ursynów Południowy
17417,"641,643,344",37,F,internet,Ursynów Północny
17418,"1018,637|1075,1043,1027,344,1644|643|1619|645,1462,926|1787,1534|1072,210,1949,1603",25,F,internet,Zielony Ursynów
17425,637,35,F,internet,Ursynów Południowy
17434,"643,1027,1534,1619|1072,210,344|639",44,M,internet,Ursynów Północny
17447,"344,637",8,M,internet,Ursynów Północny
17455,"1501,210,1619,1018|926,1462,637,643,344|1027,639,1949|1072",34,M,internet,Ursynów Północny
17462,"637,643,641",6,M,internet,Ursynów Północny
17500,"1075,1619,637,1043|344,1027,1534|1018,643,1072,1462,641|210,1787",45,F,internet,Ursynów Północny
17505,"1787,1603,344|643,645,641,1534|210|637,1027,1072|1043,1075,639",29,F,internet,Ursynów Północny
17507,1787,65,M,internet,Zielony Ursynów
17511,"1462|639,210,1043|643|1949,1603,1534|1072,1027|344,645|637,1501",30,F,internet,Ursynów Północny
17540,"1072,1644,645,926|637,344,1018,1949|1534,1462,639,1043|210|1603,1027",33,M,internet,Ursynów Południowy
17567,"1619,643|926,1949,1501,1018,1043|344,1534|210|1027,1072,1644,1075|637",30,M,internet,Ursynów Północny
17595,"637,1534,1644|645,344|1619,1075,1462|1027,1072,639,210",53,F,internet,Ursynów Południowy
17601,"926,1072|210,645|1949,1619,1018|637,639,1075|1501,1027|643,344,1534",26,F,internet,Ursynów Północny
17609,"1027,1534,1072|210|1644",50,F,internet,Ursynów Południowy
17649,1072,38,M,internet,Ursynów Południowy
17658,"210,639,643|1075,645,926|1018|1644,1603,1501|344,1534,637,1027",58,F,internet,Zielony Ursynów
17679,"1027,344,643,1534,1787|639,210,1462,1072",21,F,internet,Ursynów Północny
17688,"1043|645,926,344|1644|1949,637,1072,639|1603,1619|643,1027|210,641,1787|1075",28,F,internet,Ursynów Południowy
17705,643,8,F,internet,Ursynów Południowy
17743,"643|639,1603,1072|1949,645|641,344,1027|1501|1619,1043,1534|637,210,1018",38,F,internet,Zielony Ursynów
17752,"637,1072,1619,1949|1018|641,210,639|1027,643|1462|1787|344|1534|645",49,F,internet,Ursynów Północny
17783,210,31,M,internet,Ursynów Północny
17816,"645,1949|1619,1072,637|344,1462,1644|926|1501,1534,1027|1043,643,1075,210|1018",40,F,internet,Ursynów Północny
17820,"1534,1027,1787,1949,1075|643,344|1619",29,F,internet,Zielony Ursynów
17846,"1072|1603,1075|1949|344|643|637,645|926,1787,1462,1043,1534|210,1501,1027,639",38,F,internet,Ursynów Północny
17854,"643,1619,926|1072,641,1644|1787,1075|1534,645,1027|639,344,210|637|1949",43,F,internet,Ursynów Północny
17857,"1027,645|210,1534,344,1075,1072|1787|1644,637,1949,643",61,F,internet,Ursynów Północny
17878,"344,210",46,M,internet,Ursynów Południowy
17918,"637,210,1501,1949|1043|641|344,1072|926|643",31,M,internet,Ursynów Południowy
17933,"1027,641,1534|1787,344,1949|643,1075,1072",62,F,internet,Zielony Ursynów
17935,"1787|637,1644|210,1043,1501|1018,1072,1075|643,1027,344,641",28,F,internet,Ursynów Południowy
17940,"1644,1075|1534,1027|639|344,643|1072,1949,210|645,1787",58,M,internet,Zielony Ursynów
18009,"1018,1462,344,643,926|637,210,1534|1027,1619,1644,1075,1501|1043,639|1072,645",13,F,internet,Ursynów Północny
18011,"637,1619|1018,344,1644,1501|1075,1027,1462,639,210|643,1534|1072,926",33,F,internet,Ursynów Południowy
18025,645,74,M,internet,Ursynów Północny
18051,"1072,1603,643|1501,1787,639,1043|344|1534|637,1462,1644|1619,1027|641",13,F,internet,Ursynów Północny
18078,"210,643,344,1534|637,1787|1501,1072",30,M,internet,Zielony Ursynów
18091,210,39,F,internet,Ursynów Południowy
18094,"643,926,1534",34,F,internet,Ursynów Północny
18112,"1534,1075,344,1949,1027|637|1787",47,M,internet,Ursynów Północny
18116,"1043|1534,1072,641|1018,210|639|645,637|643,1075,1462,344|1949,1603,1027,926|1619",38,F,internet,Ursynów Północny
18119,"1075,1534,641|1644,1949,210,1072|637,643,344",52,M,internet,Ursynów Południowy
18156,"643,210,637,1644|344,1072|1027,1462,1075,645",38,M,internet,Ursynów Północny
18159,"1027,344|210,643,1462,1075,645|1644",64,F,internet,Ursynów Północny
18202,"1949,344|1644,643,1075,210,1027|645,1787,1534",31,F,internet,Zielony Ursynów
18212,"210,344,645",40,F,internet,Ursynów Południowy
18217,"1787,1075|344,643",41,F,internet,Ursynów Północny
18235,"641,639,344,643|1619,210,1075,1462|1027",8,M,internet,Ursynów Południowy
18313,"637,926,1075,210|1534,641|643,645,344|1462,1072,639,1644",26,M,internet,Ursynów Północny
18338,210,38,F,internet,Ursynów Południowy
18366,"1018|344,210,1072,1027",32,F,internet,Zielony Ursynów
18386,"1027,344,210",41,M,internet,Zielony Ursynów
18404,"1072|1462|1027,1018,1534,344|637,210,643,1075",44,F,internet,Ursynów Północny
18412,"1072,344,643,639|637",37,F,internet,Zielony Ursynów
18426,"1534|1619|641,645,639,926|1072,210,1027,344|643,637|1949,1075",34,F,internet,Ursynów Północny
18442,"1072,639,643,1075,1462|637,1027",32,F,internet,Ursynów Południowy
18451,"1787,643,344,1027|210,637,1462|1534",28,M,internet,Ursynów Północny
18472,"1075,344,643|1027,210",42,M,internet,Ursynów Północny
18484,1949,52,M,internet,Ursynów Północny
18485,1027|1603|643,24,M,internet,Ursynów Południowy
18488,"1501,1534,637|1018,641,1027,643|210|344,926,1603",5,M,internet,Ursynów Północny
18491,"210,344,1027|1072,1462|926|643",22,F,internet,Ursynów Południowy
18495,"1075,344,645,210,1018|643,637,639,926|1534,1072,1027",35,M,internet,Ursynów Północny
18502,"641|645,1072,1949,344,926|1043,1534,1027,1018,1619|1075,637,643|1603",33,F,internet,Ursynów Południowy
18532,"1534,1075,344",33,M,internet,Zielony Ursynów
18551,"641,1787,344,1018|1462,1072,637,1534,1619|1075,926,1027|639,1043,210,643|1501,1644",30,M,internet,Ursynów Południowy
18560,"1534,344|639,210,637|643,645,1462,1949|1075,1027|1072",41,F,internet,Ursynów Południowy
18565,210,36,M,internet,Ursynów Południowy
18568,"210,643|1072,1949,926,637,344|1534,1619,1644|639,1043,1027",37,M,internet,Ursynów Północny
18572,"210,1072,1949,1534|1619,643,344",30,M,internet,Ursynów Południowy
18590,"1462|210,1787,1072,1018,344|643,1027,1619|637,639,1534,1075",42,M,internet,Ursynów Południowy
18617,"643,1787,1072|1534,1075,1619,1043,1027",29,F,internet,Ursynów Południowy
18643,"1644,641,637|1462,1534,645,1027,643|1018,1018|1787",22,F,internet,Ursynów Północny
18645,"639,1072|1027,645|637|1534,344,643|210",43,F,internet,Ursynów Północny
18667,"643,344|641",32,M,internet,Ursynów Północny
18672,"1462,210,1644,1534|643|344,1072",33,M,internet,Zielony Ursynów
18683,"344|637|1018,1534,1027,643",35,M,internet,Ursynów Północny
18688,"1644,1072,1018|637,1619,1787,1027|1075,1534,344,1462|1949,643,641|210",45,F,internet,Ursynów Północny
18689,"639,643",46,F,internet,Ursynów Południowy
18694,"1619,1075|637,1072",35,F,internet,Ursynów Północny
18702,"1501,643|637,344|641",39,M,internet,Ursynów Północny
18730,"1603,1043,344,1027|1619,1072|639,210|637|1018,1644|1949|1534|643,926",37,F,internet,Ursynów Północny
18748,"1072,637,643|639,210,1075|1534|344,1043,926,1027,1644|1949",33,M,internet,Ursynów Południowy
18805,"344,210,1072,1644|1027",23,F,internet,Ursynów Południowy
18831,"1534,643",38,F,internet,Ursynów Południowy
18832,"1462,1043,1018|210,645|926,1027,1072|344,1619,1534|637,643",25,F,internet,Zielony Ursynów
18847,"1075,637,1603,641,643|1018,645,210,1027|344,1644",32,F,internet,Ursynów Północny
18848,"344,643,1075,641|1072,1462",12,F,internet,Ursynów Północny
18856,"1072,926,1644,1075|1534|637,1027,643|1501,645,1949,210,344",78,M,internet,Ursynów Północny
18858,"637,1018,1075,1018|1072,643,645,1619,344|1501,210|639,1027,1534,641,1603",39,F,internet,Ursynów Północny
18870,"1619,1027",50,F,internet,Ursynów Południowy
18880,"210|344|1462,1072",18,F,internet,Ursynów Północny
18888,1949,54,F,internet,
18891,"344|643,1619,1534|210,1644,641,1027,1018|1501,1043|1075,1072,1603,1787|637",30,F,internet,Zielony Ursynów
18897,"1949,643,1027|344,1534,637|1501,639,1043,210|1072|1603,641,1619",48,M,internet,Zielony Ursynów
18928,"637,1027,1075,210",42,F,internet,Zielony Ursynów
18960,"637,1787,1027,1644,1018|1534,1075,1949|210,643,1072,344|1619,1043",42,F,internet,Ursynów Południowy
18962,"344,1462|1501,210,1072|1603|1644,1043,645|1075,926|1619,637|1534,639,1027,643|1018",41,M,internet,Ursynów Północny
18967,"1644,210,1027,645|1534|1949",40,F,internet,Zielony Ursynów
19007,1949,35,F,internet,Ursynów Północny
19016,344,28,M,internet,Ursynów Południowy
19021,"1043,344,643|1534,1501,1027,1018|1075,639|641|637,1072,210|926",40,F,internet,Ursynów Południowy
19030,"1027|210,1619,1462,643,1072|641|1534,637,926,1644|344,1043,1787",38,M,internet,Ursynów Północny
19049,"1644|1018|639,210|1027,1534,643,344,1072",35,M,internet,Ursynów Południowy
19052,1027,64,F,internet,Ursynów Południowy
19081,"344,1619",61,F,internet,Ursynów Północny
19086,1018,23,M,internet,Ursynów Północny
19089,"643,344|1619",40,F,internet,Ursynów Południowy
19090,"1534,1949,210,1644,1619|1027,344,637,1072|643",41,F,internet,Ursynów Północny
19094,"1018|344,1787|1072,1644,210,1027",59,M,internet,Ursynów Północny
19105,"645,926,344|210|1534,641,1072,643",64,M,internet,Zielony Ursynów
19141,"344,637,1534|1027|1462,1787,1619|643|1949|645|1075,1644,1018,210|1072",84,F,internet,Zielony Ursynów
19159,"1534,344|643,645|1619,1072,641|1027,1787,210,637",44,F,internet,Ursynów Północny
19224,"637,1501,643,210|1787,1534,1644,645,344|1462,1072,1027|1018|1075,639",65,M,internet,Ursynów Południowy
19321,"1027,1534,344,1072,210|1075,643,1462",41,F,internet,Ursynów Południowy
19322,"1027,1018|1787|1043,1534,344,643,1619|641,1949|1072,210,639",38,F,internet,Zielony Ursynów
19338,"344,1644,210|643,1075,637",33,F,internet,Ursynów Południowy
19350,"1018|1603,1072|645,210,1787,344|1027|641,637,643,1075|1534,1619|1949",42,F,internet,Ursynów Północny
19360,"344,210,1534",26,M,internet,Ursynów Północny
19366,"210,1072,1644|1462,1027|639|344,1619|1043,1949,926,1075,643|637,1534|1603",36,F,internet,Ursynów Północny
19439,"637|1027|1072,1644",43,M,internet,Zielony Ursynów
19463,"1027,344,1018,1949|1787,641,1072,643|637,1501|639,1534,1043,1619|210",41,F,internet,Ursynów Południowy
19464,"1027,1501",39,F,internet,Zielony Ursynów
19466,"1534,1027,637,643|344,1603,1018|210",38,M,internet,Ursynów Północny
19467,643,39,F,internet,Ursynów Północny
19478,"1949,1603,1462,1072,1075|1534,641,637|926,210,1043,1018|1027,643,1787|639,344,645",38,F,internet,Ursynów Północny
19488,"1462|1619,210,1534|1644,1043,643,1787|645|1501,1027,344,1018,1075|641|639,1949,637|1072",41,F,internet,Ursynów Północny
19565,"643|1018|1075,210,1603|1644,637,344,1072|1534",62,F,internet,Ursynów Południowy
19568,"1072|344,1027,637|639,1043,1949,1534,210|1075",37,F,internet,Ursynów Południowy
19656,344,27,M,internet,Zielony Ursynów
19662,"1462|210,1072,344",60,M,internet,Ursynów Południowy
19697,1787,31,F,internet,Zielony Ursynów
19729,"1501|1072,643,1027",30,F,internet,Ursynów Południowy
19806,344,37,F,internet,Ursynów Południowy
19812,"210|639,1534,1027,1072|1949|645,1644,641|344,637|1787|1462",25,F,internet,Zielony Ursynów
19877,"637,1534,1072|1075,1018|1462,1027,643,1644,344|1043,1619,1787,210|1603,926",24,F,internet,Ursynów Północny
19882,"1075|637|1501|1018|1072,643,344,1534|210",35,F,internet,Ursynów Południowy
19915,"1534,639|344,1072,210,1027",32,M,internet,Ursynów Północny
19920,"1027|1949,1462",63,M,internet,Ursynów Południowy
19929,"643,1018,1534,1075|1072,210,344|1501|637|641|1043,639,1027",37,M,internet,Ursynów Północny
19979,"643,1072|1462,1949,645,1018,1619|344,1043,641,1644,1787|637,1534|1603,926,1075,639,1501|1027,210",37,M,internet,Ursynów Północny
20022,"210|1072,344,1027",31,F,internet,Zielony Ursynów
20023,"645,210,641,1027",24,F,internet,Ursynów Północny
20073,"643,344,1787,1534,1075|1949,1027,1644|1043,1501,210|645,637,1072,641,1619",46,F,internet,Ursynów Północny
20112,1027,30,F,internet,Ursynów Północny
20142,"643,1644,926,210|1462,637,1603,344,641",31,F,internet,Zielony Ursynów
20151,"1072|1027,344,1644|1462,1534,1603,641|210,645,637|1619,1018,1949,1075|643,1043,926",70,F,internet,Ursynów Południowy
20154,"641,1075,210,1534|1644,344|639,645,637,643,1072|1027",60,M,internet,Ursynów Południowy
20170,"1501,1462|1949|1534,637,344|1619,643,1072,1027|639,1043,210",47,M,internet,Ursynów Południowy
20189,"1462,1075,643|639,210,1072,1534,1027|637,1619|344,1644",46,F,internet,Ursynów Południowy
20207,"637,344,645|1644,1619,1603,639,926|1534,1043,643,1501,210|1949|1027|1072,1075",36,F,internet,Zielony Ursynów
20216,1619|1644|1462,49,M,internet,Ursynów Południowy
20227,"1603,1462,1534|1018,637,645,639|1072,1787,926|210,643,1043|1619,1027",47,F,internet,Ursynów Północny
20239,"1644,641|344,637,1072,1043|1501,1534,643,1462|1027,210",38,F,internet,Ursynów Południowy
20252,"1075,1072,1027",48,M,internet,Zielony Ursynów
20258,"1072,344,643,926|637,210|1027,1075,641,1534,1644",35,F,internet,Ursynów Północny
20259,"1072,637,1619,1949|643,210|344,1027,1534,1603",45,F,internet,Ursynów Południowy
20265,926,36,F,internet,Ursynów Północny
20288,1462,61,F,internet,Ursynów Południowy
20293,"1534,210,1072|344",72,F,internet,Ursynów Południowy
20301,"1534,344|637,643,1462,210",5,F,internet,Ursynów Południowy
20319,"637,1462,1072,344,1534|645|643,1027,210",61,F,internet,Ursynów Północny
20334,"1072,210,1534|344,643",40,F,internet,Zielony Ursynów
20353,"639,1072,344,1619,210|1534,1501|643,1027,1043",35,M,internet,Ursynów Północny
20378,"637,1043,210,1072,1027|643|1644|344|1501",38,F,internet,Ursynów Północny
20383,210,53,F,internet,Ursynów Północny
20390,"1534,1018|1949,641,344,210,1787|643|1072",57,F,internet,Ursynów Południowy
20395,"210,637|643,1534,344|1501,1619,1027",8,F,internet,Ursynów Północny
20396,"645,1534,1018|1072|643,344,210,1619|639,637,1603,926,1644",27,M,internet,Ursynów Południowy
20424,1619,68,M,internet,Ursynów Północny
20434,"641,344,1501,1949|210,1534,637|643,1072,1043",5,F,internet,Ursynów Północny
20443,"639,641,1603,637,1534|1075,210|643,1462,344,1072,1501|926,1027",39,M,internet,Ursynów Północny
20463,643,34,F,internet,Ursynów Południowy
20467,344,66,F,internet,Ursynów Północny
20495,"643,639,1534,926,1462|344,637,1027,1072|210",43,M,internet,Ursynów Północny
20504,"1027|1501,210,1043,637,1534|344,1644|1072,1075,645|1462",55,F,internet,Ursynów Południowy
20510,"643,210,1075,1534|1072,645,1043,1027,926|641,344,1644,1949",27,F,internet,Ursynów Północny
20514,"210,344,1534,1644",27,F,internet,Ursynów Północny
20520,"1072|643,1534,1619,1501,1603|210,641|637|1075,1027,1644|639,1462,926,344",43,M,internet,Ursynów Południowy
20527,"926,1072|1619,1027,1501,643|645,1075,641,637,1949|1018,1462,210|344,639,1534",42,M,internet,Ursynów Północny
20535,"1644|210,1462,639,1027,1072|344,1534",71,M,internet,Ursynów Północny
20563,"344,643",32,F,internet,Ursynów Południowy
20568,344,38,M,internet,Ursynów Północny
20609,1787,45,F,internet,Ursynów Południowy
20618,"1027,1534,1949,210|1043|1644,643,639,1072,926|637",36,M,internet,Ursynów Południowy
20649,"1949|1075,1534,639|1462,641,210|1043,1072|344,1027|1603,1644,1018,643|637,1619",32,F,internet,Ursynów Południowy
20667,641,73,M,internet,Ursynów Południowy
20676,"344,1072,1787,1534|637,1462|1075,1027,210|1644,645,1619|1949",52,F,internet,Ursynów Północny
20677,"1949|637,1534,1043,1027,1072|645,926,643,344,210",41,F,internet,Ursynów Północny
20752,"210,1027,1501|926,1072,1462,641|1075,1603|639,1619,637,344,1534|1644,643,1043",29,F,internet,Ursynów Północny
20754,"1027,645,210,643|639,344,1075|1462,1644,1534",19,M,internet,Zielony Ursynów
20789,1072,34,F,internet,Ursynów Północny
20794,"645,1534,926,641",26,M,internet,Ursynów Południowy
20818,1027,45,M,internet,Ursynów Południowy
20822,"1534,344,1787,643",37,F,internet,Ursynów Północny
20835,"645,637,1534|1043|639,1462|643,641,1603|1787,1644,1018,1619|210,1072,1027|1075,344",34,F,internet,Ursynów Północny
20846,"1534|1787|210,1619,344|643|641,1949|1075,1027",25,F,internet,Zielony Ursynów
20848,"641,643",45,M,internet,Ursynów Północny
20858,1462,60,M,internet,Ursynów Południowy
20875,"1043,210,1619,344|1027",68,F,internet,Ursynów Północny
20877,"1949,344,643",28,F,internet,Ursynów Południowy
20879,"1027,210,1534,639,926|1072,344",62,F,internet,Zielony Ursynów
20897,"1534,344,210,1027,1018",32,F,internet,Ursynów Południowy
20910,"210,1075,643,1534|639,1072,1949|1644,1027,344",34,M,internet,Ursynów Południowy
20911,"1043|1619,1949,1603,645,1018|926|641,643,1072|1027,637|344,639",40,M,internet,Ursynów Północny
20934,"637|210,1027|1501,1018|1043,1949,344,1619|1787,641,643",31,F,internet,Ursynów Południowy
20937,"1018,643,1075,210|1644,639,637|1501,1072,344",50,F,internet,Zielony Ursynów
20939,344,63,F,internet,Ursynów Południowy
20941,"643,344,926",36,F,internet,Zielony Ursynów
20943,"1072,1027,210",38,F,internet,Ursynów Południowy
20946,"1075,641|1619,1603,344,1043|643,210,1018,1534|1501|645|1072|637",36,F,internet,Ursynów Północny
21062,1949,49,F,internet,
21073,"1462,344|1534,639|1018,1018|1949,926|1644,643,1027,1072|1501|210",42,F,internet,Ursynów Południowy
21085,"1534,1072|210,1619|1027,643,639|344,637,1462,1644",46,M,internet,Ursynów Południowy
21088,"210,637|1462,643,1027,639|344,1043|926,1075|1644",33,F,internet,Ursynów Południowy
21089,1072|1027,35,M,internet,Ursynów Północny
21099,"641,1027,344,1462,1072|1534,643|210",30,M,internet,Ursynów Południowy
21130,"210,639,637,643,926|1075",41,F,internet,Ursynów Południowy
21139,"210,1501,1072,1027|1043,639,637|1534,643,1644|344|1462",32,F,internet,Ursynów Północny
21174,"643,641,1787,1619",39,F,internet,Ursynów Północny
21176,"1644,1534|1072,210,1027,641,1075|639,643|637",36,F,internet,Ursynów Północny
21190,"1018,645,210,637,643|1534,344,639,1027,1072",36,F,internet,Ursynów Północny
